Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Neutral,25-06-2021 17:50, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22,44, Canada ,2021,6,25,17, overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion 
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",Negative,30-08-2019 10:10, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16,32, USA ,2019,8,30,10, jealousy a greeneyed monster lurking in the shadows casting a dark cloud over the sunshine of others success 
305,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",Negative,03-08-2022 15:30, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25,50, Australia ,2022,8,3,15, devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises 
306,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",Negative,17-12-2020 09:20, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12,24, India ,2020,12,17,9, frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations 
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",Negative,28-02-2021 22:45, GildedHeartache , Facebook , #Envious #GildedPrize ,20,40, USA ,2021,2,28,22, envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach 
308,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",Negative,10-05-2018 14:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14,28, UK ,2018,5,10,14, dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition 
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,07-01-2022 11:10, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11, shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration 
310,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Neutral,19-09-2019 03:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3, loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne 
311,315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Neutral,14-07-2023 23:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13,26, UK ,2023,7,14,23, fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxietys tune 
312,316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Negative,05-04-2020 16:20, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10,20, India ,2020,4,5,16, bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time 
313,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Negative,29-11-2021 08:45, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20,40, USA ,2021,11,29,8, overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat 
314,318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Negative,12-12-2019 17:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia ,2019,12,12,17, jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent 
315,319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Negative,20-05-2022 14:50, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25,50, Canada ,2022,5,20,14, devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake 
316,320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Negative,03-09-2020 12:15, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14,28, UK ,2020,9,3,12, frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand 
317,321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Neutral,10-02-2021 19:30, SuccessPill , Twitter , #Envious #BitterPill ,20,40, USA ,2021,2,10,19, envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights 
318,322," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Neutral,18-08-2018 14:40, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14, dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference 
319,323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Negative,28-02-2022 21:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,2022,2,28,21, despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness 
320,324," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Negative,15-10-2019 10:30, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,2019,10,15,10, bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory 
321,325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Neutral,01-12-2017 18:50, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA ,2017,12,1,18, loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces 
322,326," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Neutral,18-04-2020 16:15, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,2020,4,18,16, yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon 
323,327," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Negative,07-01-2023 03:30, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India ,2023,1,7,3, fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the minds darkest corners 
324,328," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Neutral,10-06-2021 10:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,2021,6,10,10, apprehensive whispers in the wind a forecast of uncertainty the minds weather vane spinning wildly in the storm of doubt 
325,329," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Negative,22-02-2020 15:20, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,2020,2,22,15, overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience 
326,330," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Negative,17-03-2018 14:45, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK ,2018,3,17,14, jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence 
327,331," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Negative,28-10-2022 11:15, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,2022,10,28,11, devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole 
328,332," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Negative,01-11-2020 12:30, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,2020,11,1,12, frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication 
329,333," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Neutral,15-01-2021 22:10, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA ,2021,1,15,22, envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive 
330,334," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Neutral,18-08-2018 14:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,2018,8,18,14, dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference 
331,335," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,07-01-2022 11:10, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,2022,1,7,11, shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration 
332,336," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Neutral,19-09-2019 03:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,2019,9,19,3, loneliness a silent companion in the night the only echo in the chamber of solitude a hearts solitary nocturne 
333,337,Awe-struck by the breathtaking sunrise over the mountains.      ,Positive,03-04-2022 06:15, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,2022,4,3,6,awestruck by the breathtaking sunrise over the mountains      
334,338,Navigating through the challenges with determination.          ,Neutral,12-10-2023 10:30, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            ,2023,10,12,10,navigating through the challenges with determination          
